2014-04-14,intencao_espontanea,sexo,MAS,Carlos Afonso Pinotti,"0""",
2014-04-14,intencao_espontanea,sexo,MAS,Iris Rezende,"0""",
2014-04-14,intencao_espontanea,sexo,MAS,Ana Júlia Carepa,"0""",
2014-04-14,intencao_espontanea,sexo,MAS,Cristovam Buarque,"0""",
2014-04-14,intencao_espontanea,sexo,MAS,Cid Gomes,"0""",
2014-04-14,intencao_espontanea,sexo,MAS,Odair Rezende,"0""",
2014-04-14,intencao_espontanea,sexo,MAS,Rubens Bomtempo,"0""",
2014-04-14,intencao_espontanea,sexo,MAS,Tiririca,"0""",
2014-04-14,intencao_espontanea,sexo,MAS,Benja,"0""",
2014-04-14,intencao_espontanea,sexo,MAS,José Ronaldo de Carvalho,"0""",
2014-04-14,intencao_espontanea,sexo,MAS,Trípoli,"0""",
2014-04-14,intencao_espontanea,sexo,MAS,Betinho,"0""",
2014-04-14,intencao_espontanea,sexo,MAS,Fernando Pimentel,"0""",
2014-04-14,intencao_espontanea,sexo,MAS,Anthony Garotinho,"0""",
2014-04-14,intencao_espontanea,sexo,MAS,Jair Bolsonaro,"0""",
2014-04-14,intencao_espontanea,sexo,MAS,Alberto Mourão,"0""",
2014-04-14,intencao_espontanea,sexo,MAS,Oswaldo,"0""",
2014-04-14,intencao_espontanea,sexo,MAS,Outros com menos de 1%,"1.7""",
2014-04-14,intencao_espontanea,sexo,MAS,Branco/ Nulo,"17.7""",
2014-04-14,intencao_espontanea,sexo,MAS,Não sabe/ Não respondeu,"33.9""",
2014-04-14,intencao_espontanea,sexo,FEM,Aécio Neves,"5.6""",
2014-04-14,intencao_espontanea,sexo,FEM,Denise Abreu,"0""",
2014-04-14,intencao_espontanea,sexo,FEM,Dilma Rousseff,"22.3""",
2014-04-14,intencao_espontanea,sexo,FEM,Eduardo Campos,"0.9""",
2014-04-14,intencao_espontanea,sexo,FEM,Eymael,"0""",
2014-04-14,intencao_espontanea,sexo,FEM,José Serra,"1.5""",
2014-04-14,intencao_espontanea,sexo,FEM,Levy Fidélix,"0""",
2014-04-14,intencao_espontanea,sexo,FEM,Lula,"5.4""",
2014-04-14,intencao_espontanea,sexo,FEM,Marina Silva,"3.6""",
2014-04-14,intencao_espontanea,sexo,FEM,Mauro Iasi,"0""",
2014-04-14,intencao_espontanea,sexo,FEM,Pastor Everaldo,"0""",
2014-04-14,intencao_espontanea,sexo,FEM,Randolfe Rodrigues,"0""",
2014-04-14,intencao_espontanea,sexo,FEM,Eduardo Jorge,"0""",
2014-04-14,intencao_espontanea,sexo,FEM,Luiz Marinho,"0""",
2014-04-14,intencao_espontanea,sexo,FEM,Joaquim Barbosa,"0""",
2014-04-14,intencao_espontanea,sexo,FEM,Marcelo Crivella,"0""",
2014-04-14,intencao_espontanea,sexo,FEM,Paulo Skaf,"0""",
2014-04-14,intencao_espontanea,sexo,FEM,Marta Suplicy,"0""",
2014-04-14,intencao_espontanea,sexo,FEM,Plínio de Arruda Sampaio,"0""",
2014-04-14,intencao_espontanea,sexo,FEM,Fernando Henrique Cardoso,"0""",
2014-04-14,intencao_espontanea,sexo,FEM,Geraldo Alckmin,"0""",
2014-04-14,intencao_espontanea,sexo,FEM,Fernando Collor de Mello,"0""",
2014-04-14,intencao_espontanea,sexo,FEM,Hilário Golei,"0""",
2014-04-14,intencao_espontanea,sexo,FEM,Ciro Gomes,"0""",
2014-04-14,intencao_espontanea,sexo,FEM,Heitor Ferreira,"0""",
2014-04-14,intencao_espontanea,sexo,FEM,Washington Reis,"0""",
2014-04-14,intencao_espontanea,sexo,FEM,Paulo Maluf,"0""",
2014-04-14,intencao_espontanea,sexo,FEM,Silvio Santos,"0""",
2014-04-14,intencao_espontanea,sexo,FEM,José Sarney,"0""",
2014-04-14,intencao_espontanea,sexo,FEM,José Genoino Barbosa,"0""",
2014-04-14,intencao_espontanea,sexo,FEM,Wilson Risolia,"0""",
2014-04-14,intencao_espontanea,sexo,FEM,Carlos Afonso Pinotti,"0""",
2014-04-14,intencao_espontanea,sexo,FEM,Iris Rezende,"0""",
2014-04-14,intencao_espontanea,sexo,FEM,Ana Júlia Carepa,"0""",
2014-04-14,intencao_espontanea,sexo,FEM,Cristovam Buarque,"0""",
2014-04-14,intencao_espontanea,sexo,FEM,Cid Gomes,"0""",
2014-04-14,intencao_espontanea,sexo,FEM,Odair Rezende,"0""",
2014-04-14,intencao_espontanea,sexo,FEM,Rubens Bomtempo,"0""",
2014-04-14,intencao_espontanea,sexo,FEM,Tiririca,"0""",
2014-04-14,intencao_espontanea,sexo,FEM,Benja,"0""",
2014-04-14,intencao_espontanea,sexo,FEM,José Ronaldo de Carvalho,"0""",
2014-04-14,intencao_espontanea,sexo,FEM,Trípoli,"0""",
2014-04-14,intencao_espontanea,sexo,FEM,Betinho,"0""",
2014-04-14,intencao_espontanea,sexo,FEM,Fernando Pimentel,"0""",
2014-04-14,intencao_espontanea,sexo,FEM,Anthony Garotinho,"0""",
2014-04-14,intencao_espontanea,sexo,FEM,Jair Bolsonaro,"0""",
2014-04-14,intencao_espontanea,sexo,FEM,Alberto Mourão,"0""",
2014-04-14,intencao_espontanea,sexo,FEM,Oswaldo,"0""",
2014-04-14,intencao_espontanea,sexo,FEM,Outros com menos de 1%,"1.5""",
2014-04-14,intencao_espontanea,sexo,FEM,Branco/ Nulo,"19.6""",
2014-04-14,intencao_espontanea,sexo,FEM,Não sabe/ Não respondeu,"39.5""",
2014-04-14,intencao_estimulada,sexo,MAS,Aécio Neves,"16.8""",
2014-04-14,intencao_estimulada,sexo,MAS,Denise Abreu,"1.6""",
2014-04-14,intencao_estimulada,sexo,MAS,Dilma Rousseff,"36.7""",
2014-04-14,intencao_estimulada,sexo,MAS,Eduardo Campos,"6.8""",
2014-04-14,intencao_estimulada,sexo,MAS,Eymael,"0.4""",
2014-04-14,intencao_estimulada,sexo,MAS,Levy Fidélix,"0.2""",
2014-04-14,intencao_estimulada,sexo,MAS,Mauro Iasi,"0.3""",
2014-04-14,intencao_estimulada,sexo,MAS,Pastor Everaldo,"1.7""",
2014-04-14,intencao_estimulada,sexo,MAS,Randolfe Rodrigues,"1.2""",
2014-04-14,intencao_estimulada,sexo,MAS,Eduardo Jorge,"0.6""",
2014-04-14,intencao_estimulada,sexo,MAS,Branco/ Nulo,"21.5""",
2014-04-14,intencao_estimulada,sexo,MAS,Não sabe/ Não respondeu,"12.2""",
2014-04-14,intencao_estimulada,sexo,FEM,Aécio Neves,"12.4""",
2014-04-14,intencao_estimulada,sexo,FEM,Denise Abreu,"1""",
2014-04-14,intencao_estimulada,sexo,FEM,Dilma Rousseff,"37.2""",
2014-04-14,intencao_estimulada,sexo,FEM,Eduardo Campos,"4.4""",
2014-04-14,intencao_estimulada,sexo,FEM,Eymael,"0""",
2014-04-14,intencao_estimulada,sexo,FEM,Levy Fidélix,"0.5""",
2014-04-14,intencao_estimulada,sexo,FEM,Mauro Iasi,"0.3""",
2014-04-14,intencao_estimulada,sexo,FEM,Pastor Everaldo,"2.2""",
2014-04-14,intencao_estimulada,sexo,FEM,Randolfe Rodrigues,"0.7""",
2014-04-14,intencao_estimulada,sexo,FEM,Eduardo Jorge,"0.3""",
2014-04-14,intencao_estimulada,sexo,FEM,Branco/ Nulo,"26.9""",
2014-04-14,intencao_estimulada,sexo,FEM,Não sabe/ Não respondeu,"14.2""",
2014-04-14,avaliacao_governo,sexo,MAS,Ótimo,"6.6""",
2014-04-14,avaliacao_governo,sexo,MAS,Bom,"29.2""",
2014-04-14,avaliacao_governo,sexo,MAS,Regular,"33.5""",
2014-04-14,avaliacao_governo,sexo,MAS,Ruim,"14.2""",
2014-04-14,avaliacao_governo,sexo,MAS,Péssimo,"14.8""",
2014-04-14,avaliacao_governo,sexo,MAS,Não sabe/ Não respondeu,"1.7""",
2014-04-14,avaliacao_governo,sexo,FEM,Ótimo,"5.7""",
2014-04-14,avaliacao_governo,sexo,FEM,Bom,"27.1""",
2014-04-14,avaliacao_governo,sexo,FEM,Regular,"34.9""",
2014-04-14,avaliacao_governo,sexo,FEM,Ruim,"13.1""",
2014-04-14,avaliacao_governo,sexo,FEM,Péssimo,"17.7""",
2014-04-14,avaliacao_governo,sexo,FEM,Não sabe/ Não respondeu,"1.6""",
2014-04-14,aprova_dilma,sexo,MAS,Aprova,"48.9""",
2014-04-14,aprova_dilma,sexo,MAS,Desaprova,"46""",
2014-04-14,aprova_dilma,sexo,MAS,Não sabe/ Não respondeu,"5.1""",
2014-04-14,aprova_dilma,sexo,FEM,Aprova,"45.2""",
2014-04-14,aprova_dilma,sexo,FEM,Desaprova,"48.9""",
2014-04-14,aprova_dilma,sexo,FEM,Não sabe/ Não respondeu,"5.9""",
2014-04-14,grau_mudanca,sexo,MAS,Mudasse totalmente o governo do país,"30.8""",
2014-04-14,grau_mudanca,sexo,MAS,Mantivesse só alguns programas, mas mudasse muita coisa,"38.6"""
2014-04-14,grau_mudanca,sexo,MAS,Fizesse poucas mudanças e desse continuidade para muita coisa,"19.9""",
2014-04-14,grau_mudanca,sexo,MAS,Desse total continuidade ao governo atual,"8.1""",
2014-04-14,grau_mudanca,sexo,MAS,Não sabe/ Não respondeu,"2.6""",
2014-04-14,grau_mudanca,sexo,FEM,Mudasse totalmente o governo do país,"29.5""",
2014-04-14,grau_mudanca,sexo,FEM,Mantivesse só alguns programas, mas mudasse muita coisa,"38"""
2014-04-14,grau_mudanca,sexo,FEM,Fizesse poucas mudanças e desse continuidade para muita coisa,"20.3""",
2014-04-14,grau_mudanca,sexo,FEM,Desse total continuidade ao governo atual,"8.5""",
2014-04-14,grau_mudanca,sexo,FEM,Não sabe/ Não respondeu,"3.7""",
2014-04-14,vida_hoje,idade,16 E 17,Muito satisfeito,"20""",
2014-04-14,vida_hoje,idade,16 E 17,Satisfeito,"66.7""",
2014-04-14,vida_hoje,idade,16 E 17,Insatisfeito,"8.9""",
2014-04-14,vida_hoje,idade,16 E 17,Muito insatisfeito,"0""",
2014-04-14,vida_hoje,idade,16 E 17,Não sabe/ Não respondeu,"4.4""",
2014-04-14,vida_hoje,idade,18 A 24,Muito satisfeito,"8.7""",
2014-04-14,vida_hoje,idade,18 A 24,Satisfeito,"76.7""",
2014-04-14,vida_hoje,idade,18 A 24,Insatisfeito,"13.7""",
2014-04-14,vida_hoje,idade,18 A 24,Muito insatisfeito,"0.6""",
2014-04-14,vida_hoje,idade,18 A 24,Não sabe/ Não respondeu,"0.3""",
2014-04-14,vida_hoje,idade,25 A 34,Muito satisfeito,"7.2""",
2014-04-14,vida_hoje,idade,25 A 34,Satisfeito,"71.1""",
2014-04-14,vida_hoje,idade,25 A 34,Insatisfeito,"20.4""",
2014-04-14,vida_hoje,idade,25 A 34,Muito insatisfeito,"0.9""",
2014-04-14,vida_hoje,idade,25 A 34,Não sabe/ Não respondeu,"0.4""",
2014-04-14,vida_hoje,idade,35 A 44,Muito satisfeito,"8.4""",
2014-04-14,vida_hoje,idade,35 A 44,Satisfeito,"70.7""",
2014-04-14,vida_hoje,idade,35 A 44,Insatisfeito,"18.6""",
2014-04-14,vida_hoje,idade,35 A 44,Muito insatisfeito,"1.8""",
2014-04-14,vida_hoje,idade,35 A 44,Não sabe/ Não respondeu,"0.5""",
2014-04-14,vida_hoje,idade,45 A 54,Muito satisfeito,"7.1""",
2014-04-14,vida_hoje,idade,45 A 54,Satisfeito,"69.7""",
2014-04-14,vida_hoje,idade,45 A 54,Insatisfeito,"20.3""",
2014-04-14,vida_hoje,idade,45 A 54,Muito insatisfeito,"2.6""",
2014-04-14,vida_hoje,idade,45 A 54,Não sabe/ Não respondeu,"0.3""",
2014-04-14,vida_hoje,idade,55 A 64,Muito satisfeito,"11.9""",
2014-04-14,vida_hoje,idade,55 A 64,Satisfeito,"66.5""",
2014-04-14,vida_hoje,idade,55 A 64,Insatisfeito,"18.9""",
2014-04-14,vida_hoje,idade,55 A 64,Muito insatisfeito,"2.2""",
2014-04-14,vida_hoje,idade,55 A 64,Não sabe/ Não respondeu,"0.4""",
2014-04-14,vida_hoje,idade,65 E MAIS,Muito satisfeito,"8.4""",
2014-04-14,vida_hoje,idade,65 E MAIS,Satisfeito,"61.9""",
2014-04-14,vida_hoje,idade,65 E MAIS,Insatisfeito,"26.7""",
2014-04-14,vida_hoje,idade,65 E MAIS,Muito insatisfeito,"2""",
2014-04-14,vida_hoje,idade,65 E MAIS,Não sabe/ Não respondeu,"1""",
2014-04-14,interesse_eleicoes,idade,16 E 17,Muito interesse,"20""",
2014-04-14,interesse_eleicoes,idade,16 E 17,Interesse médio,"20""",
2014-04-14,interesse_eleicoes,idade,16 E 17,Pouco interesse,"22.2""",
2014-04-14,interesse_eleicoes,idade,16 E 17,Nenhum interesse nas eleições que ocorrerão em outubro,"31.1""",
2014-04-14,interesse_eleicoes,idade,16 E 17,Não sabe/ Não respondeu,"6.7""",
2014-04-14,interesse_eleicoes,idade,18 A 24,Muito interesse,"12.8""",
2014-04-14,interesse_eleicoes,idade,18 A 24,Interesse médio,"28.4""",
2014-04-14,interesse_eleicoes,idade,18 A 24,Pouco interesse,"32.8""",
2014-04-14,interesse_eleicoes,idade,18 A 24,Nenhum interesse nas eleições que ocorrerão em outubro,"24.8""",
2014-04-14,interesse_eleicoes,idade,18 A 24,Não sabe/ Não respondeu,"1.2""",
2014-04-14,interesse_eleicoes,idade,25 A 34,Muito interesse,"15.6""",
2014-04-14,interesse_eleicoes,idade,25 A 34,Interesse médio,"30.6""",
2014-04-14,interesse_eleicoes,idade,25 A 34,Pouco interesse,"25.4""",
2014-04-14,interesse_eleicoes,idade,25 A 34,Nenhum interesse nas eleições que ocorrerão em outubro,"27.1""",
2014-04-14,interesse_eleicoes,idade,25 A 34,Não sabe/ Não respondeu,"1.3""",
2014-04-14,interesse_eleicoes,idade,35 A 44,Muito interesse,"14.5""",
2014-04-14,interesse_eleicoes,idade,35 A 44,Interesse médio,"27.6""",
2014-04-14,interesse_eleicoes,idade,35 A 44,Pouco interesse,"26.8""",
2014-04-14,interesse_eleicoes,idade,35 A 44,Nenhum interesse nas eleições que ocorrerão em outubro,"29.8""",
2014-04-14,interesse_eleicoes,idade,35 A 44,Não sabe/ Não respondeu,"1.3""",
2014-04-14,interesse_eleicoes,idade,45 A 54,Muito interesse,"13.8""",
2014-04-14,interesse_eleicoes,idade,45 A 54,Interesse médio,"28.5""",
2014-04-14,interesse_eleicoes,idade,45 A 54,Pouco interesse,"27.6""",
2014-04-14,interesse_eleicoes,idade,45 A 54,Nenhum interesse nas eleições que ocorrerão em outubro,"29.4""",
2014-04-14,interesse_eleicoes,idade,45 A 54,Não sabe/ Não respondeu,"0.6""",
2014-04-14,interesse_eleicoes,idade,55 A 64,Muito interesse,"14.5""",
2014-04-14,interesse_eleicoes,idade,55 A 64,Interesse médio,"29.1""",
2014-04-14,interesse_eleicoes,idade,55 A 64,Pouco interesse,"30""",
2014-04-14,interesse_eleicoes,idade,55 A 64,Nenhum interesse nas eleições que ocorrerão em outubro,"23.8""",
2014-04-14,interesse_eleicoes,idade,55 A 64,Não sabe/ Não respondeu,"2.6""",
2014-04-14,interesse_eleicoes,idade,65 E MAIS,Muito interesse,"15.8""",
2014-04-14,interesse_eleicoes,idade,65 E MAIS,Interesse médio,"24.3""",
2014-04-14,interesse_eleicoes,idade,65 E MAIS,Pouco interesse,"35.6""",
2014-04-14,interesse_eleicoes,idade,65 E MAIS,Nenhum interesse nas eleições que ocorrerão em outubro,"24.3""",
2014-04-14,interesse_eleicoes,idade,65 E MAIS,Não sabe/ Não respondeu,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,Aécio Neves,"6.7""",
2014-04-14,intencao_espontanea,idade,16 E 17,Denise Abreu,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,Dilma Rousseff,"22.2""",
2014-04-14,intencao_espontanea,idade,16 E 17,Eduardo Campos,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,Eymael,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,José Serra,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,Levy Fidélix,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,Lula,"8.9""",
2014-04-14,intencao_espontanea,idade,16 E 17,Marina Silva,"8.9""",
2014-04-14,intencao_espontanea,idade,16 E 17,Mauro Iasi,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,Pastor Everaldo,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,Randolfe Rodrigues,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,Eduardo Jorge,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,Luiz Marinho,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,Joaquim Barbosa,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,Marcelo Crivella,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,Paulo Skaf,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,Marta Suplicy,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,Plínio de Arruda Sampaio,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,Fernando Henrique Cardoso,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,Geraldo Alckmin,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,Fernando Collor de Mello,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,Hilário Golei,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,Ciro Gomes,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,Heitor Ferreira,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,Washington Reis,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,Paulo Maluf,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,Silvio Santos,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,José Sarney,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,José Genoino Barbosa,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,Wilson Risolia,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,Carlos Afonso Pinotti,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,Iris Rezende,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,Ana Júlia Carepa,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,Cristovam Buarque,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,Cid Gomes,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,Odair Rezende,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,Rubens Bomtempo,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,Tiririca,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,Benja,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,José Ronaldo de Carvalho,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,Trípoli,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,Betinho,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,Fernando Pimentel,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,Anthony Garotinho,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,Jair Bolsonaro,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,Alberto Mourão,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,Oswaldo,"0""",
2014-04-14,intencao_espontanea,idade,16 E 17,Outros com menos de 1%,"2.2""",
2014-04-14,intencao_espontanea,idade,16 E 17,Branco/ Nulo,"11.1""",
2014-04-14,intencao_espontanea,idade,16 E 17,Não sabe/ Não respondeu,"40""",
2014-04-14,intencao_espontanea,idade,18 A 24,Aécio Neves,"6.3""",
2014-04-14,intencao_espontanea,idade,18 A 24,Denise Abreu,"0""",
2014-04-14,intencao_espontanea,idade,18 A 24,Dilma Rousseff,"20.6""",
2014-04-14,intencao_espontanea,idade,18 A 24,Eduardo Campos,"1.8""",
2014-04-14,intencao_espontanea,idade,18 A 24,Eymael,"0""",
2014-04-14,intencao_espontanea,idade,18 A 24,José Serra,"1.5""",
2014-04-14,intencao_espontanea,idade,18 A 24,Levy Fidélix,"0""",
2014-04-14,intencao_espontanea,idade,18 A 24,Lula,"3""",
2014-04-14,intencao_espontanea,idade,18 A 24,Marina Silva,"4.8""",
2014-04-14,intencao_espontanea,idade,18 A 24,Mauro Iasi,"0""",
2014-04-14,intencao_espontanea,idade,18 A 24,Pastor Everaldo,"0""",
2014-04-14,intencao_espontanea,idade,18 A 24,Randolfe Rodrigues,"0""",
2014-04-14,intencao_espontanea,idade,18 A 24,Eduardo Jorge,"0""",
2014-04-14,intencao_espontanea,idade,18 A 24,Luiz Marinho,"0""",
2014-04-14,intencao_espontanea,idade,18 A 24,Joaquim Barbosa,"0""",
2014-04-14,intencao_espontanea,idade,18 A 24,Marcelo Crivella,"0""",
2014-04-14,intencao_espontanea,idade,18 A 24,Paulo Skaf,"0""",
2014-04-14,intencao_espontanea,idade,18 A 24,Marta Suplicy,"0""",
2014-04-14,intencao_espontanea,idade,18 A 24,Plínio de Arruda Sampaio,"0""",
2014-04-14,intencao_espontanea,idade,18 A 24,Fernando Henrique Cardoso,"0""",
2014-04-14,intencao_espontanea,idade,18 A 24,Geraldo Alckmin,"0""",
2014-04-14,intencao_espontanea,idade,18 A 24,Fernando Collor de Mello,"0""",
2014-04-14,intencao_espontanea,idade,18 A 24,Hilário Golei,"0""",
2014-04-14,intencao_espontanea,idade,18 A 24,Ciro Gomes,"0""",
2014-04-14,intencao_espontanea,idade,18 A 24,Heitor Ferreira,"0""",
2014-04-14,intencao_espontanea,idade,18 A 24,Washington Reis,"0""",
2014-04-14,intencao_espontanea,idade,18 A 24,Paulo Maluf,"0""",
2014-04-14,intencao_espontanea,idade,18 A 24,Silvio Santos,"0""",
2014-04-14,intencao_espontanea,idade,18 A 24,José Sarney,"0""",
2014-04-14,intencao_espontanea,idade,18 A 24,José Genoino Barbosa,"0""",
2014-04-14,intencao_espontanea,idade,18 A 24,Wilson Risolia,"0""",
2014-04-14,intencao_espontanea,idade,18 A 24,Carlos Afonso Pinotti,"0""",
2014-04-14,intencao_espontanea,idade,18 A 24,Iris Rezende,"0""",
2014-04-14,intencao_espontanea,idade,18 A 24,Ana Júlia Carepa,"0""",
2014-04-14,intencao_espontanea,idade,18 A 24,Cristovam Buarque,"0""",
2014-04-14,intencao_espontanea,idade,18 A 24,Cid Gomes,"0""",
2014-04-14,intencao_espontanea,idade,18 A 24,Odair Rezende,"0""",
2014-04-14,intencao_espontanea,idade,18 A 24,Rubens Bomtempo,"0""",
2014-04-14,intencao_espontanea,idade,18 A 24,Tiririca,"0""",
2014-04-14,intencao_espontanea,idade,18 A 24,Benja,"0""",
2014-04-14,intencao_espontanea,idade,18 A 24,José Ronaldo de Carvalho,"0""",
2014-04-14,intencao_espontanea,idade,18 A 24,Trípoli,"0""",
2014-04-14,intencao_espontanea,idade,18 A 24,Betinho,"0""",
2014-04-14,intencao_espontanea,idade,18 A 24,Fernando Pimentel,"0""",
2014-04-14,intencao_espontanea,idade,18 A 24,Anthony Garotinho,"0""",
2014-04-14,intencao_espontanea,idade,18 A 24,Jair Bolsonaro,"0""",
2014-04-14,intencao_espontanea,idade,18 A 24,Alberto Mourão,"0""",
2014-04-14,intencao_espontanea,idade,18 A 24,Oswaldo,"0""",
2014-04-14,intencao_espontanea,idade,18 A 24,Outros com menos de 1%,"2.1""",
2014-04-14,intencao_espontanea,idade,18 A 24,Branco/ Nulo,"20.3""",
2014-04-14,intencao_espontanea,idade,18 A 24,Não sabe/ Não respondeu,"39.7""",
2014-04-14,intencao_espontanea,idade,25 A 34,Aécio Neves,"6.9""",
2014-04-14,intencao_espontanea,idade,25 A 34,Denise Abreu,"0""",
