"data","cat_pergunta","dado","cat_recorte","recorte","valor"
"2013-10-21","avaliacao_governo","Ruim e péssimo","regiao","NORDESTE",14
"2013-10-21","avaliacao_governo","NS/NR*","condicao_municipio","PERIFERIA",4
"2013-10-21","avaliacao_governo","NS/NR*","regiao","NORTE-CENTRO-OESTE",4
"2013-10-21","avaliacao_governo","NS/NR*","idade","55 ou mais",3
"2013-10-21","avaliacao_governo","NS/NR*","renda_familiar","Ate 1",3
"2013-10-21","avaliacao_governo","NS/NR*","sexo","FEM",2
"2013-10-21","avaliacao_governo","NS/NR*","idade","35 a 44",2
"2013-10-21","avaliacao_governo","NS/NR*","idade","45 a 54",2
"2013-10-21","avaliacao_governo","NS/NR*","escolaridade","Fundamental 1",2
"2013-10-21","avaliacao_governo","NS/NR*","escolaridade","Medio",2
"2013-10-21","avaliacao_governo","NS/NR*","renda_familiar","1 a 2",2
"2013-10-21","avaliacao_governo","NS/NR*","regiao","NORDESTE",2
"2013-10-21","avaliacao_governo","NS/NR*","total","total",2
"2013-10-21","avaliacao_governo","NS/NR*","sexo","MAS",1
"2013-10-21","avaliacao_governo","NS/NR*","idade","16 a 24",1
"2013-10-21","avaliacao_governo","NS/NR*","idade","25 a 34",1
"2013-10-21","avaliacao_governo","NS/NR*","escolaridade","Fundamental 2",1
"2013-10-21","avaliacao_governo","NS/NR*","escolaridade","Superior",1
"2013-10-21","avaliacao_governo","NS/NR*","renda_familiar","Mais de 5",1
"2013-10-21","avaliacao_governo","NS/NR*","renda_familiar","2 a 5",1
"2013-10-21","avaliacao_governo","NS/NR*","condicao_municipio","CAPITAL",1
"2013-10-21","avaliacao_governo","NS/NR*","condicao_municipio","INTERIOR",1
"2013-10-21","avaliacao_governo","NS/NR*","regiao","SUDESTE",1
"2013-10-21","avaliacao_governo","NS/NR*","regiao","SUL",1
"2013-11-11","avaliacao_governo","Ótimo e bom","regiao","NORDESTE",49
"2013-11-11","avaliacao_governo","Ótimo e bom","escolaridade","Fundamental 1",46
"2013-11-11","avaliacao_governo","Ótimo e bom","condicao_municipio","INTERIOR",46
"2013-11-11","avaliacao_governo","Ótimo e bom","renda_familiar","1 a 2",44
"2013-11-11","avaliacao_governo","Ótimo e bom","idade","55 ou mais",43
"2013-11-11","avaliacao_governo","Ótimo e bom","escolaridade","Fundamental 2",42
"2013-11-11","avaliacao_governo","Regular","escolaridade","Medio",41
"2013-11-11","avaliacao_governo","Regular","renda_familiar","Mais de 5",41
"2013-11-11","avaliacao_governo","Ótimo e bom","regiao","SUL",41
"2013-11-11","avaliacao_governo","Ótimo e bom","sexo","MAS",40
"2013-11-11","avaliacao_governo","Regular","idade","25 a 34",40
"2013-11-11","avaliacao_governo","Ótimo e bom","idade","45 a 54",40
"2013-11-11","avaliacao_governo","Regular","condicao_municipio","PERIFERIA",40
"2013-11-11","avaliacao_governo","Ótimo e bom","idade","35 a 44",39
"2013-11-11","avaliacao_governo","Regular","condicao_municipio","CAPITAL",39
"2013-11-11","avaliacao_governo","Ótimo e bom","regiao","NORTE-CENTRO-OESTE",39
"2013-11-11","avaliacao_governo","Ótimo e bom","total","total",39
"2013-11-11","avaliacao_governo","Ótimo e bom","sexo","FEM",38
"2013-11-11","avaliacao_governo","Ótimo e bom","renda_familiar","Ate 1",38
"2013-11-11","avaliacao_governo","Regular","regiao","NORTE-CENTRO-OESTE",38
"2013-11-11","avaliacao_governo","Ótimo e bom","idade","25 a 34",37
"2013-11-11","avaliacao_governo","Regular","idade","45 a 54",37
"2013-11-11","avaliacao_governo","Ótimo e bom","renda_familiar","2 a 5",37
"2013-11-11","avaliacao_governo","Regular","regiao","SUL",37
"2013-11-11","avaliacao_governo","Regular","sexo","MAS",36
"2013-11-11","avaliacao_governo","Regular","renda_familiar","2 a 5",36
"2013-11-11","avaliacao_governo","Regular","regiao","NORDESTE",36
"2013-11-11","avaliacao_governo","Regular","total","total",36
"2013-11-11","avaliacao_governo","Regular","sexo","FEM",35
"2013-11-11","avaliacao_governo","Ótimo e bom","idade","16 a 24",35
"2013-11-11","avaliacao_governo","Regular","idade","16 a 24",35
"2013-11-11","avaliacao_governo","Regular","idade","35 a 44",35
"2013-11-11","avaliacao_governo","Regular","renda_familiar","1 a 2",35
"2013-11-11","avaliacao_governo","Ótimo e bom","escolaridade","Medio",34
"2013-11-11","avaliacao_governo","Ótimo e bom","escolaridade","Superior",34
"2013-11-11","avaliacao_governo","Regular","escolaridade","Superior",34
"2013-11-11","avaliacao_governo","Regular","regiao","SUDESTE",34
"2013-11-11","avaliacao_governo","Regular","escolaridade","Fundamental 1",33
"2013-11-11","avaliacao_governo","Ótimo e bom","renda_familiar","Mais de 5",33
"2013-11-11","avaliacao_governo","Regular","renda_familiar","Ate 1",33
"2013-11-11","avaliacao_governo","Ótimo e bom","condicao_municipio","PERIFERIA",33
"2013-11-11","avaliacao_governo","Regular","idade","55 ou mais",32
"2013-11-11","avaliacao_governo","Regular","escolaridade","Fundamental 2",32
"2013-11-11","avaliacao_governo","Ótimo e bom","condicao_municipio","CAPITAL",32
"2013-11-11","avaliacao_governo","Regular","condicao_municipio","INTERIOR",32
"2013-11-11","avaliacao_governo","Ótimo e bom","regiao","SUDESTE",32
"2013-11-11","avaliacao_governo","Ruim e péssimo","regiao","SUDESTE",32
"2013-11-11","avaliacao_governo","Ruim e péssimo","escolaridade","Superior",30
"2013-11-11","avaliacao_governo","Ruim e péssimo","idade","16 a 24",29
"2013-11-11","avaliacao_governo","Ruim e péssimo","condicao_municipio","CAPITAL",27
"2013-11-11","avaliacao_governo","Ruim e péssimo","renda_familiar","Ate 1",26
"2013-11-11","avaliacao_governo","Ruim e péssimo","condicao_municipio","PERIFERIA",26
"2013-11-11","avaliacao_governo","Ruim e péssimo","sexo","FEM",25
"2013-11-11","avaliacao_governo","Ruim e péssimo","idade","35 a 44",25
"2013-11-11","avaliacao_governo","Ruim e péssimo","escolaridade","Fundamental 2",25
"2013-11-11","avaliacao_governo","Ruim e péssimo","renda_familiar","Mais de 5",25
"2013-11-11","avaliacao_governo","Ruim e péssimo","renda_familiar","2 a 5",25
"2013-11-11","avaliacao_governo","Ruim e péssimo","escolaridade","Medio",24
"2013-11-11","avaliacao_governo","Ruim e péssimo","total","total",24
"2013-11-11","avaliacao_governo","Ruim e péssimo","sexo","MAS",23
"2013-11-11","avaliacao_governo","Ruim e péssimo","idade","45 a 54",23
"2013-11-11","avaliacao_governo","Ruim e péssimo","idade","55 ou mais",23
"2013-11-11","avaliacao_governo","Ruim e péssimo","idade","25 a 34",22
"2013-11-11","avaliacao_governo","Ruim e péssimo","condicao_municipio","INTERIOR",21
"2013-11-11","avaliacao_governo","Ruim e péssimo","renda_familiar","1 a 2",20
"2013-11-11","avaliacao_governo","Ruim e péssimo","regiao","SUL",20
"2013-11-11","avaliacao_governo","Ruim e péssimo","escolaridade","Fundamental 1",19
"2013-11-11","avaliacao_governo","Ruim e péssimo","regiao","NORTE-CENTRO-OESTE",19
"2013-11-11","avaliacao_governo","Ruim e péssimo","regiao","NORDESTE",14
"2013-11-11","avaliacao_governo","NS/NR*","regiao","NORTE-CENTRO-OESTE",4
"2013-11-11","avaliacao_governo","NS/NR*","renda_familiar","Ate 1",3
"2013-11-11","avaliacao_governo","NS/NR*","sexo","FEM",2
"2013-11-11","avaliacao_governo","NS/NR*","idade","35 a 44",2
"2013-11-11","avaliacao_governo","NS/NR*","idade","55 ou mais",2
"2013-11-11","avaliacao_governo","NS/NR*","escolaridade","Fundamental 1",2
"2013-11-11","avaliacao_governo","NS/NR*","renda_familiar","2 a 5",2
"2013-11-11","avaliacao_governo","NS/NR*","condicao_municipio","CAPITAL",2
"2013-11-11","avaliacao_governo","NS/NR*","condicao_municipio","PERIFERIA",2
"2013-11-11","avaliacao_governo","NS/NR*","sexo","MAS",1
"2013-11-11","avaliacao_governo","NS/NR*","idade","16 a 24",1
"2013-11-11","avaliacao_governo","NS/NR*","idade","25 a 34",1
"2013-11-11","avaliacao_governo","NS/NR*","idade","45 a 54",1
"2013-11-11","avaliacao_governo","NS/NR*","escolaridade","Fundamental 2",1
"2013-11-11","avaliacao_governo","NS/NR*","escolaridade","Medio",1
"2013-11-11","avaliacao_governo","NS/NR*","escolaridade","Superior",1
"2013-11-11","avaliacao_governo","NS/NR*","renda_familiar","Mais de 5",1
"2013-11-11","avaliacao_governo","NS/NR*","renda_familiar","1 a 2",1
"2013-11-11","avaliacao_governo","NS/NR*","condicao_municipio","INTERIOR",1
"2013-11-11","avaliacao_governo","NS/NR*","regiao","SUDESTE",1
"2013-11-11","avaliacao_governo","NS/NR*","regiao","SUL",1
"2013-11-11","avaliacao_governo","NS/NR*","total","total",1
"2013-11-11","avaliacao_governo","NS/NR*","regiao","NORDESTE",0
"2014-03-17","vida_hoje","Satisfeito","sexo","FEM",77
"2014-03-17","vida_hoje","Insatisfeito","sexo","FEM",22
"2014-03-17","vida_hoje","NS/NR*","sexo","FEM",0
"2014-03-17","vida_hoje","Satisfeito","sexo","MAS",83
"2014-03-17","vida_hoje","Insatisfeito","sexo","MAS",16
"2014-03-17","vida_hoje","NS/NR*","sexo","MAS",1
"2014-03-17","interesse","Tem muito interesse","sexo","FEM",18
"2014-03-17","interesse","Tem médio interesse","sexo","FEM",36
"2014-03-17","interesse","Não tem interesse","sexo","FEM",43
"2014-03-17","interesse","NS/NR*","sexo","FEM",3
"2014-03-17","interesse","Tem muito interesse","sexo","MAS",22
"2014-03-17","interesse","Tem médio interesse","sexo","MAS",39
"2014-03-17","interesse","Não tem interesse","sexo","MAS",37
"2014-03-17","interesse","NS/NR*","sexo","MAS",1
"2014-03-17","intencao_espontanea","Aécio Neves","sexo","FEM",5
"2014-03-17","intencao_espontanea","Branco e Nulo","sexo","FEM",18
"2014-03-17","intencao_espontanea","Dilma Rousseff","sexo","FEM",21
"2014-03-17","intencao_espontanea","Eduardo Campos","sexo","FEM",2
"2014-03-17","intencao_espontanea","Lula","sexo","FEM",7
"2014-03-17","intencao_espontanea","Marina Silva","sexo","FEM",3
"2014-03-17","intencao_espontanea","NS/NR*","sexo","FEM",42
"2014-03-17","intencao_espontanea","Outros","sexo","FEM",3
"2014-03-17","intencao_espontanea","Aécio Neves","sexo","MAS",8
"2014-03-17","intencao_espontanea","Branco e Nulo","sexo","MAS",18
"2014-03-17","intencao_espontanea","Dilma Rousseff","sexo","MAS",26
"2014-03-17","intencao_espontanea","Eduardo Campos","sexo","MAS",4
"2014-03-17","intencao_espontanea","Lula","sexo","MAS",8
"2014-03-17","intencao_espontanea","Marina Silva","sexo","MAS",2
"2014-03-17","intencao_espontanea","NS/NR*","sexo","MAS",31
"2014-03-17","intencao_espontanea","Outros","sexo","MAS",3
"2014-03-17","intencao_estimulada","Aécio Neves","sexo","FEM",11
"2014-03-17","intencao_estimulada","Branco e Nulo","sexo","FEM",24
"2014-03-17","intencao_estimulada","Dilma Rousseff","sexo","FEM",40
"2014-03-17","intencao_estimulada","Eduardo Campos","sexo","FEM",6
"2014-03-17","intencao_estimulada","NS/NR*","sexo","FEM",15
"2014-03-17","intencao_estimulada","Outros","sexo","FEM",1
"2014-03-17","intencao_estimulada","Pastor Everaldo","sexo","FEM",3
"2014-03-17","intencao_estimulada","Aécio Neves","sexo","MAS",16
"2014-03-17","intencao_estimulada","Branco e Nulo","sexo","MAS",23
"2014-03-17","intencao_estimulada","Dilma Rousseff","sexo","MAS",41
"2014-03-17","intencao_estimulada","Eduardo Campos","sexo","MAS",7
"2014-03-17","intencao_estimulada","NS/NR*","sexo","MAS",9
"2014-03-17","intencao_estimulada","Outros","sexo","MAS",2
"2014-03-17","intencao_estimulada","Pastor Everaldo","sexo","MAS",2
"2014-03-17","desejo_mudanca","Quer mudança","sexo","FEM",64
"2014-03-17","desejo_mudanca","Quer continuidade","sexo","FEM",32
"2014-03-17","desejo_mudanca","NS/NR*","sexo","FEM",4
"2014-03-17","desejo_mudanca","Quer mudança","sexo","MAS",64
"2014-03-17","desejo_mudanca","Quer continuidade","sexo","MAS",33
"2014-03-17","desejo_mudanca","NS/NR*","sexo","MAS",3
"2014-03-17","2turno_aecio","Aécio Neves","sexo","FEM",17
"2014-03-17","2turno_aecio","Branco e Nulo","sexo","FEM",25
"2014-03-17","2turno_aecio","Dilma Rousseff","sexo","FEM",46
"2014-03-17","2turno_aecio","NS/NR*","sexo","FEM",11
"2014-03-17","2turno_aecio","Aécio Neves","sexo","MAS",22
"2014-03-17","2turno_aecio","Branco e Nulo","sexo","MAS",24
"2014-03-17","2turno_aecio","Dilma Rousseff","sexo","MAS",47
"2014-03-17","2turno_aecio","NS/NR*","sexo","MAS",7
"2014-03-17","2turno_campos","Branco e Nulo","sexo","FEM",27
"2014-03-17","2turno_campos","Dilma Rousseff","sexo","FEM",47
"2014-03-17","2turno_campos","Eduardo Campos","sexo","FEM",14
"2014-03-17","2turno_campos","NS/NR*","sexo","FEM",12
"2014-03-17","2turno_campos","Branco e Nulo","sexo","MAS",25
"2014-03-17","2turno_campos","Dilma Rousseff","sexo","MAS",48
"2014-03-17","2turno_campos","Eduardo Campos","sexo","MAS",17
"2014-03-17","2turno_campos","NS/NR*","sexo","MAS",9
"2014-03-17","vida_hoje","Satisfeito","idade","16 a 24",84
"2014-03-17","vida_hoje","Insatisfeito","idade","16 a 24",16
"2014-03-17","vida_hoje","NS/NR*","idade","16 a 24",0
"2014-03-17","vida_hoje","Satisfeito","idade","25 a 34",79
"2014-03-17","vida_hoje","Insatisfeito","idade","25 a 34",21
"2014-03-17","vida_hoje","NS/NR*","idade","25 a 34",0
"2014-03-17","vida_hoje","Satisfeito","idade","35 a 44",82
"2014-03-17","vida_hoje","Insatisfeito","idade","35 a 44",18
"2014-03-17","vida_hoje","NS/NR*","idade","35 a 44",1
"2014-03-17","vida_hoje","Satisfeito","idade","45 a 54",78
"2014-03-17","vida_hoje","Insatisfeito","idade","45 a 54",22
"2014-03-17","vida_hoje","NS/NR*","idade","45 a 54",1
"2014-03-17","vida_hoje","Satisfeito","idade","55 ou mais",79
"2014-03-17","vida_hoje","Insatisfeito","idade","55 ou mais",20
"2014-03-17","vida_hoje","NS/NR*","idade","55 ou mais",0
"2014-03-17","interesse","Tem muito interesse","idade","16 a 24",14
"2014-03-17","interesse","Tem médio interesse","idade","16 a 24",42
"2014-03-17","interesse","Não tem interesse","idade","16 a 24",41
"2014-03-17","interesse","NS/NR*","idade","16 a 24",3
"2014-03-17","interesse","Tem muito interesse","idade","25 a 34",24
"2014-03-17","interesse","Tem médio interesse","idade","25 a 34",39
"2014-03-17","interesse","Não tem interesse","idade","25 a 34",37
"2014-03-17","interesse","NS/NR*","idade","25 a 34",1
"2014-03-17","interesse","Tem muito interesse","idade","35 a 44",21
"2014-03-17","interesse","Tem médio interesse","idade","35 a 44",35
"2014-03-17","interesse","Não tem interesse","idade","35 a 44",41
"2014-03-17","interesse","NS/NR*","idade","35 a 44",2
"2014-03-17","interesse","Tem muito interesse","idade","45 a 54",18
"2014-03-17","interesse","Tem médio interesse","idade","45 a 54",37
"2014-03-17","interesse","Não tem interesse","idade","45 a 54",43
"2014-03-17","interesse","NS/NR*","idade","45 a 54",2
"2014-03-17","interesse","Tem muito interesse","idade","55 ou mais",22
"2014-03-17","interesse","Tem médio interesse","idade","55 ou mais",35
"2014-03-17","interesse","Não tem interesse","idade","55 ou mais",40
"2014-03-17","interesse","NS/NR*","idade","55 ou mais",3
"2014-03-17","intencao_espontanea","Aécio Neves","idade","16 a 24",5
"2014-03-17","intencao_espontanea","Branco e Nulo","idade","16 a 24",17
"2014-03-17","intencao_espontanea","Dilma Rousseff","idade","16 a 24",20
"2014-03-17","intencao_espontanea","Eduardo Campos","idade","16 a 24",2
"2014-03-17","intencao_espontanea","Lula","idade","16 a 24",8
"2014-03-17","intencao_espontanea","Marina Silva","idade","16 a 24",2
"2014-03-17","intencao_espontanea","NS/NR*","idade","16 a 24",44
"2014-03-17","intencao_espontanea","Outros","idade","16 a 24",2
"2014-03-17","intencao_espontanea","Aécio Neves","idade","25 a 34",5
"2014-03-17","intencao_espontanea","Branco e Nulo","idade","25 a 34",18
"2014-03-17","intencao_espontanea","Dilma Rousseff","idade","25 a 34",27
"2014-03-17","intencao_espontanea","Eduardo Campos","idade","25 a 34",2
"2014-03-17","intencao_espontanea","Lula","idade","25 a 34",9
"2014-03-17","intencao_espontanea","Marina Silva","idade","25 a 34",3
"2014-03-17","intencao_espontanea","NS/NR*","idade","25 a 34",34
"2014-03-17","intencao_espontanea","Outros","idade","25 a 34",3
"2014-03-17","intencao_espontanea","Aécio Neves","idade","35 a 44",8
"2014-03-17","intencao_espontanea","Branco e Nulo","idade","35 a 44",18
"2014-03-17","intencao_espontanea","Dilma Rousseff","idade","35 a 44",22
"2014-03-17","intencao_espontanea","Eduardo Campos","idade","35 a 44",3
"2014-03-17","intencao_espontanea","Lula","idade","35 a 44",7
"2014-03-17","intencao_espontanea","Marina Silva","idade","35 a 44",2
"2014-03-17","intencao_espontanea","NS/NR*","idade","35 a 44",37
"2014-03-17","intencao_espontanea","Outros","idade","35 a 44",4
"2014-03-17","intencao_espontanea","Aécio Neves","idade","45 a 54",8
"2014-03-17","intencao_espontanea","Branco e Nulo","idade","45 a 54",20
"2014-03-17","intencao_espontanea","Dilma Rousseff","idade","45 a 54",20
"2014-03-17","intencao_espontanea","Eduardo Campos","idade","45 a 54",3
"2014-03-17","intencao_espontanea","Lula","idade","45 a 54",7
"2014-03-17","intencao_espontanea","Marina Silva","idade","45 a 54",3
"2014-03-17","intencao_espontanea","NS/NR*","idade","45 a 54",35
"2014-03-17","intencao_espontanea","Outros","idade","45 a 54",5
"2014-03-17","intencao_espontanea","Aécio Neves","idade","55 ou mais",6
"2014-03-17","intencao_espontanea","Branco e Nulo","idade","55 ou mais",17
"2014-03-17","intencao_espontanea","Dilma Rousseff","idade","55 ou mais",27
"2014-03-17","intencao_espontanea","Eduardo Campos","idade","55 ou mais",3
"2014-03-17","intencao_espontanea","Lula","idade","55 ou mais",6
"2014-03-17","intencao_espontanea","Marina Silva","idade","55 ou mais",2
"2014-03-17","intencao_espontanea","NS/NR*","idade","55 ou mais",37
"2014-03-17","intencao_espontanea","Outros","idade","55 ou mais",2
"2014-03-17","intencao_estimulada","Aécio Neves","idade","16 a 24",12
"2014-03-17","intencao_estimulada","Branco e Nulo","idade","16 a 24",19
"2014-03-17","intencao_estimulada","Dilma Rousseff","idade","16 a 24",41
"2014-03-17","intencao_estimulada","Eduardo Campos","idade","16 a 24",6
"2014-03-17","intencao_estimulada","NS/NR*","idade","16 a 24",15
"2014-03-17","intencao_estimulada","Outros","idade","16 a 24",2
"2014-03-17","intencao_estimulada","Pastor Everaldo","idade","16 a 24",4
"2014-03-17","intencao_estimulada","Aécio Neves","idade","25 a 34",14
"2014-03-17","intencao_estimulada","Branco e Nulo","idade","25 a 34",25
"2014-03-17","intencao_estimulada","Dilma Rousseff","idade","25 a 34",42
"2014-03-17","intencao_estimulada","Eduardo Campos","idade","25 a 34",5
"2014-03-17","intencao_estimulada","NS/NR*","idade","25 a 34",10
"2014-03-17","intencao_estimulada","Outros","idade","25 a 34",1
"2014-03-17","intencao_estimulada","Pastor Everaldo","idade","25 a 34",3
"2014-03-17","intencao_estimulada","Aécio Neves","idade","35 a 44",14
"2014-03-17","intencao_estimulada","Branco e Nulo","idade","35 a 44",24
"2014-03-17","intencao_estimulada","Dilma Rousseff","idade","35 a 44",40
"2014-03-17","intencao_estimulada","Eduardo Campos","idade","35 a 44",7
"2014-03-17","intencao_estimulada","NS/NR*","idade","35 a 44",11
"2014-03-17","intencao_estimulada","Outros","idade","35 a 44",2
"2014-03-17","intencao_estimulada","Pastor Everaldo","idade","35 a 44",3
"2014-03-17","intencao_estimulada","Aécio Neves","idade","45 a 54",16
"2014-03-17","intencao_estimulada","Branco e Nulo","idade","45 a 54",27
"2014-03-17","intencao_estimulada","Dilma Rousseff","idade","45 a 54",37
"2014-03-17","intencao_estimulada","Eduardo Campos","idade","45 a 54",7
"2014-03-17","intencao_estimulada","NS/NR*","idade","45 a 54",9
"2014-03-17","intencao_estimulada","Outros","idade","45 a 54",2
"2014-03-17","intencao_estimulada","Pastor Everaldo","idade","45 a 54",2
"2014-03-17","intencao_estimulada","Aécio Neves","idade","55 ou mais",13
"2014-03-17","intencao_estimulada","Branco e Nulo","idade","55 ou mais",22
"2014-03-17","intencao_estimulada","Dilma Rousseff","idade","55 ou mais",41
"2014-03-17","intencao_estimulada","Eduardo Campos","idade","55 ou mais",6
"2014-03-17","intencao_estimulada","NS/NR*","idade","55 ou mais",16
"2014-03-17","intencao_estimulada","Outros","idade","55 ou mais",1
"2014-03-17","intencao_estimulada","Pastor Everaldo","idade","55 ou mais",2
"2014-03-17","desejo_mudanca","Quer mudança","idade","16 a 24",68
"2014-03-17","desejo_mudanca","Quer continuidade","idade","16 a 24",29
"2014-03-17","desejo_mudanca","NS/NR*","idade","16 a 24",3
"2014-03-17","desejo_mudanca","Quer mudança","idade","25 a 34",62
"2014-03-17","desejo_mudanca","Quer continuidade","idade","25 a 34",35
"2014-03-17","desejo_mudanca","NS/NR*","idade","25 a 34",3
"2014-03-17","desejo_mudanca","Quer mudança","idade","35 a 44",65
"2014-03-17","desejo_mudanca","Quer continuidade","idade","35 a 44",33
"2014-03-17","desejo_mudanca","NS/NR*","idade","35 a 44",2
"2014-03-17","desejo_mudanca","Quer mudança","idade","45 a 54",63
"2014-03-17","desejo_mudanca","Quer continuidade","idade","45 a 54",33
"2014-03-17","desejo_mudanca","NS/NR*","idade","45 a 54",4
"2014-03-17","desejo_mudanca","Quer mudança","idade","55 ou mais",62
"2014-03-17","desejo_mudanca","Quer continuidade","idade","55 ou mais",33
"2014-03-17","desejo_mudanca","NS/NR*","idade","55 ou mais",5
"2014-03-17","2turno_aecio","Aécio Neves","idade","16 a 24",18
"2014-03-17","2turno_aecio","Branco e Nulo","idade","16 a 24",22
"2014-03-17","2turno_aecio","Dilma Rousseff","idade","16 a 24",50
"2014-03-17","2turno_aecio","NS/NR*","idade","16 a 24",11
"2014-03-17","2turno_aecio","Aécio Neves","idade","25 a 34",19
"2014-03-17","2turno_aecio","Branco e Nulo","idade","25 a 34",26
"2014-03-17","2turno_aecio","Dilma Rousseff","idade","25 a 34",48
"2014-03-17","2turno_aecio","NS/NR*","idade","25 a 34",7
"2014-03-17","2turno_aecio","Aécio Neves","idade","35 a 44",20
"2014-03-17","2turno_aecio","Branco e Nulo","idade","35 a 44",25
